worker_id,bonus,wid
5999a1096b939900012da1c7,0.8,w8d64f90
5ef26fcf24c83c94abf144f5,1.0,wb4737a5
5edc45a0f00cd58ed8d1fdd7,0.9,w41b70d5
5e6552e2ca18ef2ce859d7f4,0.93,w01d2bb8
5e85efd69c5a6f1ec0d97903,0.88,w9bb044f
5f51d1a33457c442b25dbe2f,1.0,wbaad1a5
5f2dadfc576b0c0c60879586,0.82,wa27927a
5ee7dd7349c24c0c91844d36,0.92,we404de8
5f406f34f298b71b8e5af838,0.77,w6389c81
566c9284d408ea000519c6d7,1.0,w66b2542
5a97668bdbdb470001eec921,1.01,wb4e449a
5c525573f3001c000124e4cb,1.02,w49a4ecc
5dcf4d27b039ab08c04d2740,0.82,w34efc74
56d0901c197fb1000b2348ee,0.9,w494e951
5d5b705b74428400019fbf5e,0.88,w286e130
5d9a09095223b6001809f1c9,0.98,wa7223c9
5dd309d351c6d23192626706,0.91,wf99468b
5f499a359d04a01b0b78599a,0.88,w517c1ab
5e1ccb298f3c65054bd232c1,0.96,wa86155a
5f2949fdd9d4cf00083d7130,0.96,w445c486
5f53906f81dfe76ab9e8cf32,0.86,wb754d4b
5dc4e8c79be08f38e4bd7f8f,1.22,wc3d7f02
5e7f514bb18cb4000a68310d,0.91,wcc09836
 5f0e52aa66ece519e2831c7c,0.8,w456af31
5be31317d6e8c40001d00d23,0.89,wd3d8db5
5f1275800e769c1da9afd1b3,0.82,w86e4fe8
5c7cf8b58ca9000001b52f6e,0.73,wd3e8a8b
5f246a82f9626f03ef30c578,0.74,wc6f2de8
5ca58726b9773b000155ef69,0.54,w4ea784c
5f51474f42d1a7372eed7198,0.98,w3f28d59
5e9f75c27a996d120158e9ca,0.88,wc6698f6
5cdcd4ca9f75db0001411660,1.04,wc48ae2e
5efcaaee74e56207d16db007,1.0,w6178ba1
5de847efd0e07e7b5f97ef76,1.17,w47d0970
5a092527074b190001251920,0.64,w581a8e6
589a46af57995d0001a8a03a,0.89,wd6c841c
5c1813d5d2790700010a718f,0.96,w120014c
56f542877e3935000ce43685,1.09,wec68ec3
5bda54fbfdc9a9000172ae45,0.52,w7ca3485
5cc70e0861e0b90001c54b87,1.09,wd656ff6
5f5666c6176695082dee45de,0.82,w78a64b9
5ed8185719fa7f320137b19f,0.91,w0be2d12
5b182365316c630001abff4f,0.6,w83dbe29
5e415a5f9dd805382f0b6af9,0.81,w34122c9
5f63a30a09bd340c84c6688d,1.0,w779cc78
5e44bd856a16d33491308807,0.97,w4acef9f
5de7d12c26dd95000b6824c5,0.92,w27ca6f3
5f76994a3a2dd3140abbc65f,0.63,w100388f
5f1f0be06ecfbc0879471f36,0.9,w9fb75c7
5dc4e36b9db53c38f9c4d208,0.77,w1cdc3b3
5b2193ae3db9110001eb49a3,1.11,webc188d
5ec90339ce75e23f70107455,1.08,wa158eca
5f19a4dd687e1c000aedced9,1.0,w7ed72a3
5eef833534d5fc0effec542e,0.87,w562f406
55b94954fdf99b45b103420b,0.79,wf1d3235
5dd3d7787b6a663b7f0e3846,0.7,wdb8dfc2
5ecf04e411e0571634d0c5f3,0.98,w80d4e65
5b4ccba2e893120001247e9e,0.95,w482ad78
5f63a5459301b60c5597dfd1,0.86,w1dcfaef
5b0b5e55e9270900013ba569,0.6,w85af139
5ec59870db44d65d215887fb,0.68,w82d9de7
5f46b13c9603e305ad51dc7f,1.06,wa497070
58adfc6e7cf56d0001f931a2,0.82,wbeef7f1
5d510396f6725b001a4fc025,0.72,w6c36acd
5be8a1701664db0001d804f8,0.95,web8ffb5
55d242825bc5bc0012d90383,1.03,wb91524e
55884984fdf99b4021921e67,0.92,wc5e4d33
5cabd5cacc54e70001094d05,0.77,wda8a823
5f4d72af0a92c2a3fcdd729e,0.96,w9276193
5d63876854f7a50001c712e7,0.85,w4ba3cc1
5e370a4b41d1cd694e21f3fe,1.04,w754624c
5f3810bc8049e40ad7b6909a,0.96,w92f2ebc
5a6d4c08e6cc4a0001b6c4f6,0.9,w6b2a4b7
574128a9a0a4b20011b02fda,1.2,w26c2c7b
59d6b8f103203500011ace12,0.8,w92445e2
5c4be2759233b80001b2ed8a,0.9,wd68ac06
5acc1c3f436f550001002f9b,0.89,wf2183c0
5ad6d2543660ef00019b8ce9,0.77,w149de27
56f29effed0cf60006911528,0.94,w91c085c
5e83d37956541b11d8a8734a,0.81,w2e9f119
5e433ee571d7421d7e44d259,0.9,w5d9d313
56e32190e414dc000c8b40ae,1.01,w98f1b0c
5eac7cc895c54f0f8d67795c,1.03,wd7972cc
5e7d20ff0c58d93aacdcb55c,0.66,w63f4c32
5f54ea2b29e3ce879f250504,0.99,w6be0811
5f7cac5836bfca11a41e047e,0.79,w303e045
5d1e5e30a043ee0019453932,0.81,w4bbec3f
5dd36d5259b1b03707103b36,0.82,wc1e07f0
5c796f4b4855980016a15557,0.86,wdd4eec4
5e4c21f770e1ed0849f9a7d0,0.66,w262270e
5826810e8cba990001adf0b0,1.1,wb06c29c
5f4bb8e390266306e52d47bc,1.05,wd43d838
5f7c8bc3cfe7430cab08f285,1.07,w674b109
55c65b6cfdf99b537b7f9dc7,0.98,w00873a8
5c40e7d99d27f00001159a65,1.04,wf766f9e
5f7cdf817faf1c17fceed98a,0.88,wc3146ce
5c10333e09e7c20001f1ee60,0.84,w995b876
5f0df1f8e699650cefc39464,0.94,wb072c6a
5c910c77873e3b001575b95b,0.86,w45d9d3d
5f2dafb57ef56d0c6420bd98,0.96,wec30174
5b16c598d81c880001187bc1,1.12,w3f48398
5d4c78071b920f00198e8533,0.88,w18740cf
5bf86a676af57800010cc71c,0.95,w0cdbe34
5e5d824268168509ca89806f,1.02,w4e3fba9
5ced2e280b20970017acee91,0.75,w322a67f
5eaa6339b2e5311e8e020396,0.99,w3353e38
5f60d1dbfc02e3049c1ec760,0.96,w14755fd
558833f7fdf99b3a56b47f38,1.17,w5f37dee
5f76121ac0c40e0564245b70,0.88,w66a7dde
5d1ccc7c7e747d0016183e65,1.05,w31b8dfe
5f345b441676901c1c1d203a,0.93,wdb72bf5
56021163e372c00011bd426d,1.04,w15919cb
5dea9b4a35575a1c1c362ae6,0.82,wed564b7
5e39872941345d19db4d3e20,1.09,w214beb3
5f315ad66fa12562604a28a1,0.9,w508093e
5cc0b8168d25ab001796b8fe,0.97,w40735d7
5c27b2157e42a600015bf8ef,0.88,w1c95d79
5aa485b11eda41000136c94b,0.97,w6658eb1
5c378798bef9a20001e3a01a,0.95,wffe6e63
5ba061980611410001075732,1.04,w14aa0fc
5f1ca7c9d3db3c11895ba1fa,0.75,w9fe461d
5f36a9175365a50a5b420484,0.83,w12a699a
5ed07b035d44fa1539f0c3e4,0.69,we5c6276
5ea9d795dec14d13eb7af3d9,1.06,wb48b3ac
5f3473b0edba9239de777f84,0.58,wcee1350
 5d88f2f8cefb52001a83f1b2,0.69,wf42ef20
